"country","iso3c","date","SPI.INDEX.PIL1","SPI.INDEX.PIL2","SPI.INDEX.PIL3","SPI.INDEX.PIL4","SPI.INDEX.PIL5","SPI.INDEX","SPI.DIM1.5.INDEX","SPI.DIM2.1.INDEX","SPI.DIM2.2.INDEX","SPI.DIM2.4.INDEX","SPI.DIM3.1.INDEX","SPI.DIM3.2.INDEX","SPI.DIM3.3.INDEX","SPI.DIM3.4.INDEX","SPI.DIM4.1.CEN.INDEX","SPI.DIM4.1.SVY.INDEX","SPI.DIM4.2.INDEX","SPI.DIM4.3.INDEX","SPI.DIM5.1.INDEX","SPI.DIM5.2.INDEX","SPI.DIM5.5.INDEX","SPI.D1.5.POV","SPI.D1.5.CHLD.MORT","SPI.D1.5.DT.TDS.DPPF.XP.ZS","SPI.D1.5.SAFE.MAN.WATER","SPI.D1.5.LFP","SPI.D2.1.GDDS","SPI.D2.2.Machine.readable","SPI.D2.2.Non.proprietary","SPI.D2.2.Download.options","SPI.D2.2.Metadata.available","SPI.D2.2.Terms.of.use","SPI.D2.2.Openness.subscore","SPI.D2.4.NADA","SPI.D3.1.POV","SPI.D3.2.HNGR","SPI.D3.3.HLTH","SPI.D3.4.EDUC","SPI.D3.5.GEND","SPI.D3.6.WTRS","SPI.D3.7.ENRG","SPI.D3.8.WORK","SPI.D3.9.INDY","SPI.D3.10.NEQL","SPI.D3.11.CITY","SPI.D3.12.CNSP","SPI.D3.15.LAND","SPI.D3.16.INST","SPI.D3.17.PTNS","SPI.D3.13.CLMT","SPI.D3.NA","SPI.D4.1.1.POPU","SPI.D4.1.2.AGRI","SPI.D4.1.3.BIZZ","SPI.D4.1.4.HOUS","SPI.D4.1.5.AGSVY","SPI.D4.1.6.LABR","SPI.D4.1.7.HLTH","SPI.D4.1.8.BZSVY","SPI.D4.2.3.CRVS","SPI.D4.3.GEO.first.admin.level","SPI.D5.1.DILG","SPI.D5.2.1.SNAU","SPI.D5.2.2.NABY","SPI.D5.2.3.CNIN","SPI.D5.2.4.CPIBY","SPI.D5.2.5.HOUS","SPI.D5.2.6.EMPL","SPI.D5.2.7.CGOV","SPI.D5.2.8.FINA","SPI.D5.2.9.MONY","SPI.D5.2.10.GSBP","SPI.D5.5.DIFI","income","region","weights","population"
"Latvia","LVA","2024","100","96.8","81.80625","76.8","85","88.08125","1","1","0.904","1","0.8345","0.851333333333333","0.625","0.862","1","0.934","1","0.138","1","0.85","1","1","1","1","1","1","1","0.983","1","0.95","0.621","0.967","0.904","1","0.8","0.8","0.8","1","0.75","0.857","0.833","1","0.9","0.875","0.5","1","0.75","0.857","0.867","0.5","0","1","1","1","1","1","1","0.67","1","1","0.138","1","1","1","1","0.5","1","1","1","1","0","1","1","High income","Europe & Central Asia","1","1862441"
"Hungary","HUN","2024","90","95.5333333333333","89.7","84.125","80","87.8716666666667","0.9","1","0.866","1","0.851666666666667","0.909666666666667","0.9585","0.9335","1","0.934","1","0.431","1","0.8","1","0.5","1","1","1","1","1","1","0.976","0.712","0.705","0.936","0.866","1","1","0.6","0.76","1","0.75","1","0.833","1","1","0.875","0.75","1","0.917","1","0.867","1","0","1","1","1","1","1","1","0.67","1","1","0.431","1","1","1","1","0","1","1","1","1","0","1","1","High income","Europe & Central Asia","1","9562314"
"Georgia","GEO","2024","100","93.7666666666667","83.71875","81.1","80","87.7170833333333","1","1","0.813","1","0.83","0.868","0.7085","0.895","1","0.866","1","0.378","1","0.8","1","1","1","1","1","1","1","0.95","1","0.557","0.64","0.919","0.813","1","1","0.6","0.797","0.833","0.75","1","0.833","0.875","1","0.75","0.75","1","0.917","0.857","0.933","0.5","0","1","1","1","1","1","1","0.33","1","1","0.378","1","1","1","1","0","1","1","0.5","0.5","1","1","1","Upper middle income","Europe & Central Asia","1","3673850"
"Belgium","BEL","2024","100","85","91.11875","80.175","80","87.25875","1","1","0.55","1","0.8895","0.909666666666667","0.9585","0.9335","1","0.934","1","0.273","1","0.8","1","1","1","1","1","1","1","0.767","0.75","0.545","0.41","0.279","0.55","1","1","0.8","0.68","1","1","0.857","0.833","1","1","0.875","0.75","1","0.917","1","0.867","1","0","1","1","1","1","0.67","1","1","1","1","0.273","1","1","1","1","0","1","1","1","1","0","1","1","High income","Europe & Central Asia","1","11876844"
"North Macedonia","MKD","2024","100","88.2333333333333","72.23125","80.4","95","87.1729166666667","1","1","0.647","1","0.6445","0.8305","0.4585","0.895","1","0.8","1","0.416","1","0.95","1","1","1","1","1","1","1","0.8","1","0.726","0.662","0.048","0.647","1","0.4","0.6","0.677","0.833","0.5","0.857","0.833","0.875","0.9","0.875","0.5","1","0.917","0.857","0.933","0","0","1","1","1","1","0.67","1","0.33","1","1","0.416","1","1","1","1","1","1","1","0.5","1","1","1","1","Upper middle income","Europe & Central Asia","1","1792179"
"Czechia","CZE","2024","100","89","82.6","78.45","85","87.01","1","1","0.67","1","0.827833333333333","0.851333333333333","0.7085","0.862","1","0.934","1","0.204","1","0.85","1","1","1","1","1","1","1","0.917","0.967","0.486","0.5","0.483","0.67","1","0.8","0.8","0.76","1","0.75","0.857","0.833","1","0.9","0.875","0.5","1","0.917","0.857","0.867","0.5","0","1","1","1","1","1","1","0.67","1","1","0.204","1","1","1","1","0.5","1","1","1","1","0","1","1","High income","Europe & Central Asia","1","10882164"
"Greece","GRC","2024","100","85.0333333333333","82.9625","79.925","85","86.5841666666667","1","1","0.551","1","0.817833333333333","0.847166666666667","0.7085","0.9335","1","0.934","1","0.263","1","0.85","1","1","1","1","1","1","1","0.557","0.643","0.31","0.426","0.819","0.551","1","0.8","0.7","0.8","1","0.75","0.857","0.833","1","1","0.75","0.5","1","0.917","1","0.867","0.5","0","1","1","1","1","1","1","0.67","1","1","0.263","1","1","1","1","0.5","1","1","1","1","0","1","1","High income","Europe & Central Asia","1","10388805"
"Luxembourg","LUX","2024","100","91.5333333333333","78.33125","74.225","85","85.8179166666667","1","1","0.746","1","0.766666666666667","0.788833333333333","0.6665","0.9335","1","0.934","1","0.035","1","0.85","1","1","1","1","1","1","1","0.833","0.805","0.762","0.498","0.833","0.746","1","0.8","0.6","0.76","0.833","0.75","0.857","0.833","0.875","0.9","0.625","0.5","1","0.833","1","0.867","0.5","0","1","1","1","1","0.67","1","1","1","1","0.035","1","1","1","1","0.5","1","1","1","1","0","1","1","High income","Europe & Central Asia","1","677717"
"Moldova","MDA","2024","100","96","79.4625","67.9083333333333","85","85.6741666666667","1","1","0.88","1","0.737333333333333","0.847166666666667","0.7085","0.895","0.833333333333333","0.666","1","0.217","1","0.85","0","1","1","1","1","1","1","0.917","1","0.867","0.702","0.912","0.88","1","1","0.6","0.8","0.667","0.5","0.857","0.833","0.875","1","0.875","0.5","1","0.917","0.857","0.933","0.5","0","1","0.5","1","1","0","1","0.33","1","1","0.217","1","1","1","1","0.5","1","1","0.5","0.5","1","1","0","Upper middle income","Europe & Central Asia","1","2389275"
"Saudi Arabia","SAU","2024","80","93.2","68.8625","84.375","100","85.2875","0.8","1","0.796","1","0.604666666666667","0.8305","0.375","0.8285","1","1","1","0.375","1","1","1","0","1","1","1","1","1","0.933","1","0.588","0.679","0.781","0.796","1","0.4","0.5","0.597","0.667","0.75","0.714","0.833","0.875","0.9","0.875","0.5","1","0.75","0.857","0.8","0","0","1","1","1","1","1","1","1","1","1","0.375","1","1","1","1","1","1","1","1","1","1","1","1","High income","Middle East, North Africa, Afghanistan & Pakistan","1","35300280"
"Netherlands","NLD","2024","80","97.2333333333333","82.18125","81.25","85","85.1329166666667","0.8","1","0.917","1","0.804","0.868","0.625","0.9335","1","0.934","1","0.316","1","0.85","1","1","0","1","1","1","1","0.933","0.933","0.867","0.917","0.933","0.917","1","0.8","0.8","0.76","1","0.75","0.714","0.833","1","1","0.875","0.5","1","0.75","1","0.867","0.5","0","1","1","1","1","0.67","1","1","1","1","0.316","1","1","1","1","0.5","1","1","1","1","0","1","1","High income","Europe & Central Asia","1","17994237"
"Cyprus","CYP","2024","100","86.5666666666667","78.96875","74.75","85","85.0570833333333","1","1","0.597","1","0.674","0.851333333333333","0.875","0.8665","1","0.934","1","0.056","1","0.85","1","1","1","1","1","1","1","0.85","0.49","0.588","0.588","0.467","0.597","1","1","0.5","0.64","0.833","0.5","0.571","0.833","0.875","0.9","0.75","0.75","1","0.75","1","0.733","1","0","1","1","1","1","1","1","0.67","1","1","0.056","1","1","1","1","0.5","1","1","1","1","0","1","1","High income","Europe & Central Asia","1","1358282"
"Croatia","HRV","2024","100","87.5333333333333","81.76875","75.95","80","85.0504166666667","1","1","0.626","1","0.727833333333333","0.872166666666667","0.875","0.8665","1","0.934","1","0.104","1","0.8","1","1","1","1","1","1","1","0.85","0.983","0.507","0.629","0.162","0.626","1","1","0.5","0.677","0.833","0.5","0.857","0.833","0.875","0.9","0.875","0.75","1","0.75","1","0.733","1","0","1","1","1","1","1","1","0.67","1","1","0.104","1","1","1","1","0.5","1","1","1","0.5","0","1","1","High income","Europe & Central Asia","1","3866300"
"Thailand","THA","2024","100","87.9333333333333","84.7375","67.525","85","85.0391666666667","1","1","0.638","1","0.865","0.849","0.7085","0.9285","0.5","0.734","1","0.467","1","0.85","1","1","1","1","1","1","1","0.743","0.9","0.571","0.524","0.452","0.638","1","1","0.6","0.84","1","0.75","1","0.944","0.875","0.9","0.875","0.5","1","0.917","0.857","1","0.5","0","0.5","0.5","0.5","1","0","1","1","0.67","1","0.467","1","1","1","1","0.5","0","1","1","1","1","1","1","Upper middle income","East Asia & Pacific","1","71668011"
"Malaysia","MYS","2024","80","99.6666666666667","80.13125","80.1583333333333","85","84.99125","0.8","1","0.99","1","0.765","0.872166666666667","0.7085","0.7905","0.833333333333333","0.666","1","0.707","1","0.85","1","1","1","0","1","1","1","1","1","0.967","0.983","1","0.99","1","1","0.6","0.8","0.833","0.5","0.857","0.833","0.875","0.9","0.875","0.75","1","0.917","0.714","0.867","0.5","0","1","0.5","1","1","0","1","0.33","1","1","0.707","1","1","0.5","1","1","1","1","0","1","1","1","1","Upper middle income","East Asia & Pacific","1","35557673"
"Kazakhstan","KAZ","2024","100","90.1333333333333","79.175","80.1583333333333","75","84.8933333333333","1","1","0.704","1","0.7405","0.849","0.7085","0.857","0.833333333333333","0.666","1","0.707","1","0.75","1","1","1","1","1","1","1","0.917","0.76","0.531","0.5","0.814","0.704","1","1","0.6","0.76","0.833","0.25","1","0.944","0.75","0.9","0.75","0.75","1","0.917","0.714","1","0.5","0","1","0.5","1","1","0","1","0.33","1","1","0.707","1","1","1","1","0","1","1","0.5","0","1","1","1","Upper middle income","Europe & Central Asia","1","20592571"
"Malta","MLT","2024","100","89.3","68.4125","86.525","75","83.8475","1","1","0.679","1","0.619166666666667","0.759666666666667","0.5415","0.795","1","0.934","1","0.527","1","0.75","1","1","1","1","1","1","1","0.767","0.814","0.433","0.583","0.795","0.679","1","0.8","0.5","0.677","0.667","0.5","0.571","0.833","0.875","0.8","0.75","0.5","0.8","0.583","0.857","0.733","0.5","0","1","1","1","1","1","1","0.67","1","1","0.527","1","1","1","1","0.5","0","1","1","1","0","1","1","High income","Middle East, North Africa, Afghanistan & Pakistan","1","574346"
"Philippines","PHL","2024","100","92.9666666666667","84.225","71.9833333333333","70","83.835","1","1","0.789","1","0.8345","0.853166666666667","0.7085","0.9665","0.833333333333333","1","0.5","0.546","1","0.7","0","1","1","1","1","1","1","0.893","0.976","0.564","0.533","0.976","0.789","1","1","0.6","0.8","1","0.75","0.857","0.944","0.875","0.8","0.75","0.75","1","0.917","1","0.933","0.5","0","1","0.5","1","1","1","1","1","1","0.5","0.546","1","1","0.5","1","0.5","1","1","0","1","1","0","0","Lower middle income","East Asia & Pacific","1","115843670"
"Mongolia","MNG","2024","90","96.3333333333333","81.375","80.9583333333333","70","83.7333333333333","0.9","1","0.89","1","0.831166666666667","0.828166666666667","0.7085","0.8235","0.833333333333333","0.8","1","0.605","1","0.7","1","0.5","1","1","1","1","1","0.967","1","0.867","0.686","0.933","0.89","1","1","0.6","0.637","1","0.75","1","0.944","0.875","0.9","0.5","0.75","1","0.917","0.714","0.933","0.5","0","1","0.5","1","1","0.33","1","0.67","1","1","0.605","1","1","0.5","0.5","0.5","1","1","0.5","0","1","1","1","Upper middle income","East Asia & Pacific","1","3524788"
"Albania","ALB","2024","100","69","79.66875","74.6","95","83.65375","1","0.5","0.57","1","0.775","0.838833333333333","0.7085","0.8235","1","0.734","1","0.25","1","0.95","1","1","1","1","1","1","0.5","0.719","0.952","0.721","0.46","0","0.57","1","1","0.6","0.717","0.833","0.5","1","0.833","0.875","0.7","0.875","0.75","1","0.917","0.714","0.933","0.5","0","1","1","1","1","0","1","0.67","1","1","0.25","1","1","1","1","0.5","1","1","1","1","1","1","1","Upper middle income","Europe & Central Asia","1","2714617"
"Bulgaria","BGR","2024","100","92.5333333333333","79.4875","80.75","65","83.5541666666667","1","1","0.776","1","0.704","0.835166666666667","0.875","0.8665","1","0.934","1","0.296","1","0.65","1","1","1","1","1","1","1","0.917","0.967","0.795","0.771","0.429","0.776","1","1","0.5","0.677","0.833","0.5","0.714","0.611","0.875","0.9","0.875","0.75","1","0.75","1","0.733","1","0","1","1","1","1","1","1","0.67","1","1","0.296","1","1","1","1","0","1","1","1","0.5","0","0","1","High income","Europe & Central Asia","1","6444366"
"Colombia","COL","2024","80","88.3666666666667","86.325","82.5","80","83.4383333333333","0.8","1","0.651","1","0.846666666666667","0.920833333333333","0.7085","0.895","1","0.866","1","0.434","1","0.8","0","1","0","1","1","1","1","0.786","0.819","0.524","0.655","0.474","0.651","1","1","0.8","0.84","0.833","0.75","0.857","1","1","0.9","0.875","0.75","1","0.917","0.857","0.933","0.5","0","1","1","1","1","1","1","0.33","1","1","0.434","1","1","0.5","1","0.5","1","1","1","0","1","1","0","Upper middle income","Latin America & Caribbean","1","52886363"
"Slovak Republic","SVK","2024","90","95.1","81.55625","79.6","70","83.25125","0.9","1","0.853","1","0.801166666666667","0.826333333333333","0.7085","0.9335","1","0.934","1","0.25","1","0.7","1","1","1","1","0.5","1","1","0.933","0.933","0.876","0.588","0.933","0.853","1","0.8","0.6","0.8","1","0.75","0.857","0.833","1","1","0.625","0.5","1","0.917","1","0.867","0.5","0","1","1","1","1","1","1","0.67","1","1","0.25","1","1","1","1","0","1","1","0","1","0","1","1","High income","Europe & Central Asia","1","5422069"
"Indonesia","IDN","2024","100","91.8666666666666","86.13125","58.725","75","82.3445833333333","1","1","0.756","1","0.831166666666667","0.907333333333333","0.7085","0.9665","1","0.734","0","0.615","1","0.75","0","1","1","1","1","1","1","0.783","1","0.671","0.557","0.769","0.756","1","1","0.6","0.637","1","0.75","1","0.944","0.875","1","0.875","0.75","1","0.917","1","0.933","0.5","0","1","1","1","1","0","1","0.67","1","0","0.615","1","1","0","1","1","0","1","0.5","1","1","1","0","Upper middle income","East Asia & Pacific","1","283487931"
"Brazil","BRA","2024","83.4","88.9666666666667","74.9","84.275","80","82.3083333333334","0.834","1","0.669","1","0.737666666666667","0.832333333333333","0.4585","0.8235","1","0.934","1","0.437","0","0.8","1","1","1","0.67","1","0.5","1","0.983","1","0.764","0.5","0.095","0.669","1","0.6","0.6","0.726","1","0.5","1","0.944","0.875","0.8","0.875","0.5","1","0.917","0.714","0.933","0","0","1","1","1","1","1","1","0.67","1","1","0.437","0","1","1","1","0","0","1","1","1","1","1","1","Upper middle income","Latin America & Caribbean","1","211998573"
"Armenia","ARM","2024","90","86.2","82.76875","71.9333333333333","80","82.1804166666667","0.9","1","0.586","1","0.786166666666667","0.8865","0.7085","0.895","0.833333333333333","0.6","1","0.444","1","0.8","1","1","1","1","1","0.5","1","0.81","0.952","0.679","0.49","0","0.586","1","1","0.6","0.76","1","0.5","0.857","0.944","0.875","1","0.75","0.75","1","0.917","0.857","0.933","0.5","0","0.5","1","1","1","0","1","0.33","0.67","1","0.444","1","1","1","1","0","1","1","0.5","0.5","1","1","1","Upper middle income","Europe & Central Asia","1","3033500"
"Peru","PER","2024","100","87.1666666666667","84.48125","63.2583333333333","75","81.98125","1","1","0.615","1","0.837166666666667","0.857333333333333","0.7085","0.9665","0.833333333333333","0.934","0.5","0.263","1","0.75","0","1","1","1","1","1","1","0.983","0.91","0.612","0.476","0.095","0.615","1","1","0.6","0.84","0.833","0.75","1","0.944","0.875","0.9","0.875","0.75","0.8","0.917","1","0.933","0.5","0","1","0.5","1","1","1","1","0.67","1","0.5","0.263","1","1","0","1","0.5","1","1","1","1","1","0","0","Upper middle income","Latin America & Caribbean","1","34217848"
"Russian Federation","RUS","2024","76.6","87.9666666666667","77.8625","65.075","100","81.5008333333333","0.766","1","0.639","1","0.680666666666667","0.827833333333333","0.875","0.8285","1","0.534","1","0.069","1","1","1","1","1","0.33","0.5","1","1","0.436","0.967","0.443","0.5","0.848","0.639","1","1","0.5","0.68","0.833","0.5","0.571","0.667","0.875","0.8","0.875","0.75","1","0.75","0.857","0.8","1","0","1","1","1","1","0","1","0","0.67","1","0.069","1","1","1","1","1","1","1","1","1","1","1","1","High income","Europe & Central Asia","1","143533851"
"Uzbekistan","UZB","2024","90","79.1333333333333","80.1125","68.2083333333333","90","81.4908333333333","0.9","0.5","0.874","1","0.81","0.815666666666667","0.7085","0.8235","0.333333333333333","0.8","1","0.595","1","0.9","1","1","1","1","1","0.5","0.5","1","1","0.769","0.671","0.929","0.874","1","1","0.6","0.76","1","0.5","1","0.944","0.75","0.9","0.75","0.75","0.8","0.917","0.714","0.933","0.5","0","0","0","1","1","1","0.67","0.33","1","1","0.595","1","1","1","1","0.5","1","1","0.5","1","1","1","1","Lower middle income","Europe & Central Asia","1","36361859"
"Iceland","ISL","2024","100","62.8333333333333","76.64375","77.875","90","81.4704166666667","1","1","0.885","0","0.710666666666667","0.809666666666667","0.7085","0.862","1","0.934","1","0.181","1","0.9","1","1","1","1","1","1","1","1","1","0.91","0.54","0.976","0.885","0","0.4","0.6","0.8","1","0.75","0.714","0.833","1","0.9","0.625","0.5","1","0.917","0.857","0.867","0.5","0","1","1","1","1","1","1","0.67","1","1","0.181","1","1","1","1","0","1","1","1","1","1","1","1","High income","Europe & Central Asia","1","404610"
"Senegal","SEN","2024","100","96.0333333333333","73.4125","57.625","80","81.4141666666667","1","1","0.881","1","0.7855","0.744833333333333","0.4585","0.8235","1","0.868","0","0.437","1","0.8","0","1","1","1","1","1","1","0.845","1","0.762","0.845","0.952","0.881","1","0.6","0.6","0.68","0.833","1","1","0.944","0.875","0.6","0.75","0.5","0.8","0.917","0.714","0.933","0","0","1","1","1","0.67","1","1","1","0.67","0","0.437","1","1","0.5","0.5","1","1","1","1","1","1","0","0","Lower middle income","Sub-Saharan Africa","1","18501984"
"South Africa","ZAF","2024","80","84.6333333333333","80.55625","71.25","90","81.2879166666667","0.8","1","0.539","1","0.7155","0.898166666666667","0.7085","0.895","1","0.666","1","0.184","1","0.9","1","0","1","1","1","1","1","0.274","0.886","0.402","0.443","0.69","0.539","1","0.6","0.6","0.76","0.833","0.5","1","0.889","0.875","1","0.875","0.75","1","0.917","0.857","0.933","0.5","0","1","1","1","1","1","1","0.33","0","1","0.184","1","1","0.5","0.5","1","1","1","1","1","1","1","1","Upper middle income","Sub-Saharan Africa","1","64007187"
"Serbia","SRB","2024","100","76.5666666666667","80.99375","69.8833333333333","75","80.48875","1","0.5","0.797","1","0.768333333333333","0.868","0.7085","0.862","0.833333333333333","0.732","1","0.23","1","0.75","1","1","1","1","1","1","0.5","0.917","0.952","0.752","0.886","0.476","0.797","1","1","0.6","0.677","0.833","0.5","1","0.833","0.875","1","0.75","0.75","1","0.917","0.857","0.867","0.5","0","0.5","1","1","1","0.33","1","0.33","1","1","0.23","1","1","1","1","0","1","1","0.5","0","1","1","1","Upper middle income","Europe & Central Asia","1","6587202"
"Mauritius","MUS","2024","90","87.3","77.58125","67.325","80","80.44125","0.9","1","0.619","1","0.701666666666667","0.8565","0.7085","0.8235","1","0.532","1","0.161","1","0.8","1","0.5","1","1","1","1","1","0.843","0.795","0.467","0.524","0.467","0.619","1","0.6","0.7","0.72","0.833","0.5","0.857","0.889","0.875","1","0.625","0.75","1","0.917","0.714","0.933","0.5","0","1","1","1","1","0.33","1","0","0.33","1","0.161","1","1","0.5","1","1","1","1","1","0.5","1","0","1","Upper middle income","Sub-Saharan Africa","1","1259509"
"Argentina","ARG","2024","90","85.6666666666667","83.3625","72.925","70","80.3908333333333","0.9","1","0.57","1","0.851166666666667","0.851333333333333","0.6665","0.895","1","0.598","1","0.319","1","0.7","1","1","1","1","0.5","1","1","0.883","0.643","0.514","0.581","0.231","0.57","1","1","0.6","0.757","1","0.75","1","0.833","0.875","0.9","0.75","0.75","1","0.833","0.857","0.933","0.5","0","1","1","1","1","0.33","1","0.33","0.33","1","0.319","1","1","0","0.5","0.5","1","1","1","0","1","1","1","Upper middle income","Latin America & Caribbean","1","45696159"
"Uruguay","URY","2024","100","85.3","70.9","69.5333333333333","75","80.1466666666667","1","1","0.559","1","0.688333333333333","0.766666666666667","0.5835","0.7235","0.833333333333333","0.8","1","0.148","1","0.75","1","1","1","1","1","1","1","0.61","0.774","0.36","0.46","0.593","0.559","1","0.8","0.5","0.64","0.833","0.5","0.857","1","0.75","0.8","0.5","0.75","0.8","0.667","0.714","0.733","0.5","0","1","0.5","1","1","0","1","1","1","1","0.148","1","1","0.5","1","0.5","1","1","0.5","1","1","0","1","High income","Latin America & Caribbean","1","3386588"
"Ecuador","ECU","2024","100","89","80.275","60.0166666666667","70","79.8583333333333","1","1","0.67","1","0.782166666666667","0.824","0.7085","0.895","0.666666666666667","0.866","0.5","0.368","0","0.7","1","1","1","1","1","1","1","0.8","0.983","0.452","0.5","0.612","0.67","1","1","0.6","0.76","0.833","0.5","1","0.944","0.875","0.7","0.875","0.75","0.8","0.917","0.857","0.933","0.5","0","1","0","1","1","1","1","0.33","1","0.5","0.368","0","1","0.5","1","1","1","1","1","0.5","0","0","1","Upper middle income","Latin America & Caribbean","1","18135478"
"Guatemala","GTM","2024","90","68.1","79.2125","69.4666666666667","90","79.3558333333334","0.9","0.5","0.543","1","0.7795","0.822166666666667","0.7085","0.8235","0.666666666666667","0.734","1","0.378","0","0.9","0","0.5","1","1","1","1","0.5","0.845","1","0.46","0.412","0","0.543","1","1","0.6","0.72","1","0.5","0.857","0.833","0.875","0.8","0.875","0.75","0.8","0.917","0.714","0.933","0.5","0","1","0","1","0.67","1","1","0.33","0.67","1","0.378","0","1","1","1","1","1","1","1","1","1","0","0","Upper middle income","Latin America & Caribbean","1","18406359"
"Turkiye","TUR","2024","50","86.4","88.35","71.9916666666667","100","79.3483333333333","0.5","1","0.592","1","0.844","0.920833333333333","0.9165","0.857","0.666666666666667","0.866","1","0.347","1","1","1","1","0","1","0.5","0","1","1","0.486","0.55","0.588","0.336","0.592","1","1","0.8","0.8","1","0.75","0.714","1","1","0.9","0.875","0.75","1","0.833","0.714","1","1","0","1","0","1","1","0.33","1","1","1","1","0.347","1","1","1","1","1","1","1","1","1","1","1","1","Upper middle income","Europe & Central Asia","1","85518661"
"United Arab Emirates","ARE","2024","90","81.6","70.40625","68.7416666666667","85","79.1495833333333","0.9","0.5","0.948","1","0.596333333333333","0.8555","0.625","0.652","0.666666666666667","0.534","1","0.549","1","0.85","1","0.5","1","1","1","1","0.5","1","1","0.976","0.762","1","0.948","1","0.6","0.5","0.597","0.667","0.5","0.714","0.833","0.875","0.8","0.875","0.75","1","0.75","0.571","0.733","0.5","0","1","0","1","0.67","1","1","0","0","1","0.549","1","1","0","1","0.5","1","1","1","1","1","1","1","High income","Middle East, North Africa, Afghanistan & Pakistan","1","10876981"
"Kyrgyz Republic","KGZ","2024","100","50.8666666666667","84.00625","70.8666666666667","90","79.1479166666667","1","1","0.526","0","0.8305","0.851333333333333","0.7085","0.9665","0.666666666666667","0.8","1","0.368","1","0.9","1","1","1","1","1","1","1","0.893","0.495","0.517","0.419","0.307","0.526","0","1","0.6","0.8","0.833","0.75","1","0.833","0.875","0.9","0.75","0.75","1","0.917","1","0.933","0.5","0","1","0","1","1","0","1","1","1","1","0.368","1","1","1","1","1","1","1","0.5","0.5","1","1","1","Lower middle income","Europe & Central Asia","1","7224614"
"Jordan","JOR","2024","80","93.5666666666667","78.8","71.7","70","78.8133333333333","0.8","1","0.807","1","0.7845","0.782333333333333","0.7085","0.895","1","0.934","0.5","0.434","1","0.7","0","0","1","1","1","1","1","0.883","1","0.793","0.524","0.833","0.807","1","0.6","0.6","0.757","1","0.75","1","0.944","0.875","0.7","0.875","0.5","0.8","0.917","0.857","0.933","0.5","0","1","1","1","0.67","1","1","1","1","0.5","0.434","1","1","0.5","1","0.5","1","1","0.5","0.5","1","0","0","Lower middle income","Middle East, North Africa, Afghanistan & Pakistan","1","11552876"
"Egypt, Arab Rep.","EGY","2024","80","80.8","81.55625","73.3333333333333","75","78.1379166666667","0.8","1","0.424","1","0.818333333333333","0.868","0.7085","0.757","0.833333333333333","0.666","1","0.434","1","0.75","1","1","0","1","1","1","1","0.271","0.967","0.417","0.467","0","0.424","1","0.8","0.6","0.76","1","0.75","1","0.833","0.875","1","0.75","0.75","1","0.917","0.714","0.8","0.5","0","1","0.5","1","1","0","1","1","0.33","1","0.434","1","0.5","0.5","1","0.5","1","1","0.5","0.5","1","1","1","Lower middle income","Middle East, North Africa, Afghanistan & Pakistan","1","116538258"
"Panama","PAN","2024","100","71.6666666666667","82.5125","74.4833333333333","60","77.7325","1","0.5","0.65","1","0.81","0.890666666666667","0.7085","0.7905","0.833333333333333","0.666","1","0.48","1","0.6","1","1","1","1","1","1","0.5","0.833","0.836","0.279","0.619","0.683","0.65","1","1","0.6","0.76","1","0.5","1","0.944","0.875","0.9","0.875","0.75","1","0.917","0.714","0.867","0.5","0","1","0.5","1","1","0","1","0.33","1","1","0.48","1","0.5","1","0.5","0","1","1","1","0","1","0","1","High income","Latin America & Caribbean","1","4515577"
"Belarus","BLR","2024","86.6","53.8","78.4875","77.1","90","77.1975","0.866","1","0.614","0","0.741166666666667","0.785666666666667","0.875","0.8235","1","0.668","1","0.416","1","0.9","1","1","1","0.33","1","1","1","0.886","0.952","0.55","0.681","0","0.614","0","1","0.6","0.68","0.667","0.5","1","0.889","0.75","0.9","0.875","0.5","0.8","0.75","0.714","0.933","1","0","1","1","1","1","0","1","0.67","0.67","1","0.416","1","1","1","1","0.5","1","1","0.5","1","1","1","1","Upper middle income","Europe & Central Asia","1","9133712"
"Burkina Faso","BFA","2024","90","78.4","79.20625","49.2333333333333","85","76.3679166666667","0.9","0.5","0.852","1","0.8105","0.778166666666667","0.7085","0.862","0.833333333333333","0.666","0","0.47","1","0.85","0","1","1","1","1","0.5","0.5","0.86","1","0.819","0.721","0.86","0.852","1","1","0.6","0.68","0.833","0.75","1","0.944","0.875","0.6","0.5","0.75","1","0.917","0.857","0.867","0.5","0","1","0.5","1","1","0","1","1","0.33","0","0.47","1","1","0.5","1","1","1","1","1","1","1","0","0","Low income","Sub-Saharan Africa","1","23548781"
